TRPER20141219A446.XML;2019-10-07;2019-10-07 21:37:26;103;112;224;1;B 048 00117622;1097;2014-12-19;08:06:40;0;0;0;0;0;41336;6547;11;0103;
TRPER20141219A447.XML;2019-10-07;2019-10-07 21:37:26;103;112;224;1;B 048 00117623;1098;2014-12-19;08:07:54;0;0;0;0;0;41377;6547;11;0103;
TRPER20141219A448.XML;2019-10-07;2019-10-07 21:37:26;103;112;224;1;B 048 00117624;1099;2014-12-19;08:09:00;0;0;0;0;0;41421;6547;11;0103;
TRPER20141219A449.XML;2019-10-07;2019-10-07 21:37:26;103;112;224;1;B 048 00117625;1100;2014-12-19;08:09:38;0;0;0;0;0;41465;6547;11;0103;
TRPER20141219A456.XML;2019-10-07;2019-10-07 21:37:26;103;112;224;1;B 048 00117626;1101;2014-12-19;08:16:56;0;0;0;0;0;41540;6547;11;0103;
TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;112;224;1;B 048 00117627;1103;2014-12-19;08:22:39;0;0;0;0;0;41674;6547;11;0103;
TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;112;224;1;B 048 00117628;1104;2014-12-19;08:23:07;0;0;0;0;0;41746;6547;11;0103;
TRPER20141219A466.XML;2019-10-07;2019-10-07 21:37:26;103;112;224;1;B 050 00082642;2698;2014-12-19;08:26:44;0;0;0;0;0;25141;2180;13;0103;
TRPER20141219A467.XML;2019-10-07;2019-10-07 21:37:26;103;112;224;1;B 050 00082643;2699;2014-12-19;08:27:23;0;0;0;0;0;25182;2180;13;0103;
TRPER20141219A468.XML;2019-10-07;2019-10-07 21:37:26;103;112;224;1;B 048 00117629;1105;2014-12-19;08:28:28;0;0;0;0;0;41803;6547;11;0103;
TRPER20141219A472.XML;2019-10-07;2019-10-07 21:37:26;103;112;224;1;B 048 00117630;1106;2014-12-19;08:33:08;0;0;0;0;0;41891;6547;11;0103;
TRPER20141219A472.XML;2019-10-07;2019-10-07 21:37:27;103;112;224;1;B 050 00082644;2700;2014-12-19;08:32:36;0;0;0;0;0;25271;2180;13;0103;
TRPER20141219A474.XML;2019-10-07;2019-10-07 21:37:27;103;112;224;1;B 050 00082645;2702;2014-12-19;08:34:52;0;0;0;0;0;25422;2180;13;0103;
TRPER20141219A475.XML;2019-10-07;2019-10-07 21:37:27;103;112;224;1;B 048 00117631;1108;2014-12-19;08:35:29;0;0;0;0;0;42018;6547;11;0103;
